Gruppierung Bezeichnung;Produktbereich;Produktbereich Bezeichnung;Produktgruppe;Produktgruppe Bezeichnung;Haushaltsjahr;Ertrag / Aufwand; €
Abschreibungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2019;A;168000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2020;A;162000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2015;A;593862,83
Abschreibungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2016;A;1538000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2017;A;1324000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2018;A;1962000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2019;A;2015000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2020;A;2009000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2015;A;246074,04
Abschreibungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2016;A;236000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2017;A;240000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2018;A;235000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2019;A;229000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2020;A;230000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2015;A;104444,48
Abschreibungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2016;A;98000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2017;A;87000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2018;A;86000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2019;A;87000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2020;A;88000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2015;A;63741,47
Abschreibungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2016;A;64000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2017;A;60000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2018;A;68000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2019;A;70000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2020;A;72000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2015;A;270573,21
Abschreibungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2016;A;262000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2017;A;263000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2018;A;268000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2019;A;263000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2020;A;240000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2015;A;38151,46
Abschreibungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2016;A;33000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2017;A;102000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2018;A;835000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2019;A;1371000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2020;A;1778000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2015;A;454572,91
Abschreibungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2016;A;427000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2017;A;447000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2018;A;436000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2019;A;429000,00
Abschreibungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2020;A;415000,00
Abschreibungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2015;A;59877,57
Abschreibungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2016;A;85000,00
Abschreibungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2017;A;214000,00
Abschreibungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2018;A;562000,00
Abschreibungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2019;A;833000,00
Abschreibungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2020;A;1041000,00
Abschreibungen;22;Umwelt;22.02;Umweltcontrolling;2015;A;182129,93
Abschreibungen;22;Umwelt;22.02;Umweltcontrolling;2016;A;178000,00
Abschreibungen;22;Umwelt;22.02;Umweltcontrolling;2017;A;173000,00
Abschreibungen;22;Umwelt;22.02;Umweltcontrolling;2018;A;196000,00
Abschreibungen;22;Umwelt;22.02;Umweltcontrolling;2019;A;195000,00
Abschreibungen;22;Umwelt;22.02;Umweltcontrolling;2020;A;176000,00
Abschreibungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2015;A;12048,43
Abschreibungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2016;A;8000,00
Abschreibungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2017;A;10000,00
Abschreibungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2018;A;10000,00
Abschreibungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2019;A;11000,00
Abschreibungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2020;A;9000,00
Abschreibungen;22;Umwelt;22.04;Energie und Klimaschutz;2015;A;27713,22
Abschreibungen;22;Umwelt;22.04;Energie und Klimaschutz;2016;A;11000,00
Abschreibungen;22;Umwelt;22.04;Energie und Klimaschutz;2017;A;20000,00
Abschreibungen;22;Umwelt;22.04;Energie und Klimaschutz;2018;A;22000,00
Abschreibungen;22;Umwelt;22.04;Energie und Klimaschutz;2019;A;24000,00
Abschreibungen;22;Umwelt;22.04;Energie und Klimaschutz;2020;A;12000,00
Abschreibungen;22;Umwelt;22.06;Oberirdische Gewässer;2015;A;0,00
Abschreibungen;22;Umwelt;22.06;Oberirdische Gewässer;2016;A;36000,00
Abschreibungen;22;Umwelt;22.06;Oberirdische Gewässer;2017;A;9000,00
Abschreibungen;22;Umwelt;22.06;Oberirdische Gewässer;2018;A;88000,00
Abschreibungen;22;Umwelt;22.06;Oberirdische Gewässer;2019;A;95000,00
Abschreibungen;22;Umwelt;22.06;Oberirdische Gewässer;2020;A;100000,00
Abschreibungen;22;Umwelt;22.07;StadtForst;2015;A;1473924,78
Abschreibungen;22;Umwelt;22.07;StadtForst;2016;A;371000,00
Abschreibungen;22;Umwelt;22.07;StadtForst;2017;A;377000,00
Abschreibungen;22;Umwelt;22.07;StadtForst;2018;A;492000,00
Abschreibungen;22;Umwelt;22.07;StadtForst;2019;A;467000,00
Abschreibungen;22;Umwelt;22.07;StadtForst;2020;A;439000,00
Abschreibungen;22;Umwelt;22.09;Grün- und Freiflächen;2015;A;4787606,29
Abschreibungen;22;Umwelt;22.09;Grün- und Freiflächen;2016;A;7436000,00
Abschreibungen;22;Umwelt;22.09;Grün- und Freiflächen;2017;A;7205000,00
Abschreibungen;22;Umwelt;22.09;Grün- und Freiflächen;2018;A;9109000,00
Abschreibungen;22;Umwelt;22.09;Grün- und Freiflächen;2019;A;9053000,00
Abschreibungen;22;Umwelt;22.09;Grün- und Freiflächen;2020;A;9078000,00
Abschreibungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2015;A;1084741,65
Abschreibungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2016;A;1208000,00
Abschreibungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2017;A;1216000,00
Abschreibungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2018;A;1393000,00
Abschreibungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2019;A;1385000,00
Abschreibungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2020;A;1383000,00
Abschreibungen;22;Umwelt;22.11;Palmengarten;2015;A;1245347,37
Abschreibungen;22;Umwelt;22.11;Palmengarten;2016;A;1467000,00
Abschreibungen;22;Umwelt;22.11;Palmengarten;2017;A;1257000,00
Abschreibungen;22;Umwelt;22.11;Palmengarten;2018;A;2016000,00
Abschreibungen;22;Umwelt;22.11;Palmengarten;2019;A;2123000,00
Abschreibungen;22;Umwelt;22.11;Palmengarten;2020;A;2083000,00
Abschreibungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2015;A;3601,57
Abschreibungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2016;A;3000,00
Abschreibungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2017;A;6000,00
Abschreibungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2018;A;7000,00
Abschreibungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2019;A;8000,00
Abschreibungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2020;A;7000,00
Abschreibungen;22;Umwelt;22.13;Straßenreinigung;2015;A;8962,97
Abschreibungen;22;Umwelt;22.13;Straßenreinigung;2016;A;3000,00
Abschreibungen;22;Umwelt;22.13;Straßenreinigung;2017;A;2000,00
Abschreibungen;22;Umwelt;22.13;Straßenreinigung;2018;A;2000,00
Abschreibungen;22;Umwelt;22.13;Straßenreinigung;2019;A;2000,00
Abschreibungen;22;Umwelt;22.13;Straßenreinigung;2020;A;3000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2015;A;140552,67
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2016;A;125000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2017;A;288000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2018;A;460000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2019;A;482000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2020;A;463000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2015;A;92588,56
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2016;A;62000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2017;A;72000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2018;A;67000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2019;A;60000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2020;A;57000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2015;A;99613,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2016;A;107000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2017;A;87000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2018;A;78000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2019;A;67000,00
Abschreibungen;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2020;A;60000,00
Abschreibungen;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2015;A;29526,51
Abschreibungen;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2016;A;251000,00
Abschreibungen;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2017;A;205000,00
Abschreibungen;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2018;A;339000,00
Abschreibungen;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2019;A;347000,00
Abschreibungen;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2020;A;352000,00
Abschreibungen;31;Finanzen;31.02;Finanzdienstleistungen;2015;A;16705,00
Abschreibungen;31;Finanzen;31.02;Finanzdienstleistungen;2016;A;24000,00
Abschreibungen;31;Finanzen;31.02;Finanzdienstleistungen;2017;A;19000,00
Abschreibungen;31;Finanzen;31.02;Finanzdienstleistungen;2018;A;26000,00
Abschreibungen;31;Finanzen;31.02;Finanzdienstleistungen;2019;A;27000,00
Abschreibungen;31;Finanzen;31.02;Finanzdienstleistungen;2020;A;29000,00
Abschreibungen;31;Finanzen;31.03;Finanzverwaltung;2015;A;258283,03
Abschreibungen;31;Finanzen;31.03;Finanzverwaltung;2016;A;192000,00
Abschreibungen;31;Finanzen;31.03;Finanzverwaltung;2017;A;354000,00
Abschreibungen;31;Finanzen;31.03;Finanzverwaltung;2018;A;598000,00
Abschreibungen;31;Finanzen;31.03;Finanzverwaltung;2019;A;898000,00
Abschreibungen;31;Finanzen;31.03;Finanzverwaltung;2020;A;985000,00
Abschreibungen;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2015;A;133931,29
Abschreibungen;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2016;A;1000,00
Abschreibungen;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2017;A;1000,00
Abschreibungen;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2018;A;1000,00
Abschreibungen;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2019;A;1000,00
Abschreibungen;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2020;A;1000,00
Abschreibungen;31;Finanzen;31.05;Steuern und sonstige Abgaben;2015;A;590,00
Abschreibungen;31;Finanzen;31.05;Steuern und sonstige Abgaben;2016;A;1000,00
Abschreibungen;31;Finanzen;31.05;Steuern und sonstige Abgaben;2017;A;1000,00
Abschreibungen;31;Finanzen;31.05;Steuern und sonstige Abgaben;2018;A;1000,00
Abschreibungen;31;Finanzen;31.05;Steuern und sonstige Abgaben;2019;A;1000,00
Abschreibungen;31;Finanzen;31.05;Steuern und sonstige Abgaben;2020;A;1000,00
Abschreibungen;31;Finanzen;31.06;Beteiligungsmanagement;2015;A;12381,00
Abschreibungen;31;Finanzen;31.06;Beteiligungsmanagement;2016;A;2000,00
Abschreibungen;31;Finanzen;31.06;Beteiligungsmanagement;2017;A;2000,00
Abschreibungen;31;Finanzen;31.06;Beteiligungsmanagement;2018;A;1000,00
Abschreibungen;31;Finanzen;31.06;Beteiligungsmanagement;2019;A;1000,00
Abschreibungen;31;Finanzen;31.06;Beteiligungsmanagement;2020;A;1000,00
Abschreibungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2015;A;449064,17
Abschreibungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2016;A;694000,00
Abschreibungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2017;A;1039000,00
Abschreibungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2018;A;1074000,00
Abschreibungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2019;A;1087000,00
Abschreibungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2020;A;1099000,00
Abschreibungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2015;A;385119,91
Abschreibungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2016;A;532000,00
Abschreibungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2017;A;522000,00
Abschreibungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2018;A;568000,00
Abschreibungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2019;A;492000,00
Abschreibungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2020;A;503000,00
Abschreibungen;32;Personal und Organisation;32.02;Personalentwicklung;2015;A;36504,82
Abschreibungen;32;Personal und Organisation;32.02;Personalentwicklung;2016;A;85000,00
Abschreibungen;32;Personal und Organisation;32.02;Personalentwicklung;2017;A;50000,00
Abschreibungen;32;Personal und Organisation;32.02;Personalentwicklung;2018;A;75000,00
Abschreibungen;32;Personal und Organisation;32.02;Personalentwicklung;2019;A;69000,00
Abschreibungen;32;Personal und Organisation;32.02;Personalentwicklung;2020;A;73000,00
Abschreibungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2015;A;11056,28
Abschreibungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2016;A;9000,00
Abschreibungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2017;A;10000,00
Abschreibungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2018;A;8000,00
Abschreibungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2019;A;7000,00
Abschreibungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2020;A;5000,00
Abschreibungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2015;A;30246,12
Abschreibungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2016;A;48000,00
Abschreibungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2017;A;42000,00
Abschreibungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2018;A;56000,00
Abschreibungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2019;A;58000,00
Abschreibungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2020;A;59000,00
Abschreibungen;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2015;A;2060,34
Abschreibungen;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2016;A;1000,00
Abschreibungen;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2017;A;2000,00
Abschreibungen;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2018;A;2000,00
Abschreibungen;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2019;A;2000,00
Abschreibungen;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2020;A;1000,00
Abschreibungen;32;Personal und Organisation;32.08;Personalvertretungen;2015;A;503,96
Abschreibungen;32;Personal und Organisation;32.08;Personalvertretungen;2016;A;0,00
Abschreibungen;32;Personal und Organisation;32.08;Personalvertretungen;2017;A;0,00
Abschreibungen;32;Personal und Organisation;32.08;Personalvertretungen;2018;A;0,00
Abschreibungen;32;Personal und Organisation;32.08;Personalvertretungen;2019;A;0,00
Abschreibungen;32;Personal und Organisation;32.08;Personalvertretungen;2020;A;0,00
Abschreibungen;33;Revision und Recht;33.01;Prüfung und Beratung;2015;A;72978,57
Abschreibungen;33;Revision und Recht;33.01;Prüfung und Beratung;2016;A;60000,00
Abschreibungen;33;Revision und Recht;33.01;Prüfung und Beratung;2017;A;89000,00
Abschreibungen;33;Revision und Recht;33.01;Prüfung und Beratung;2018;A;106000,00
Abschreibungen;33;Revision und Recht;33.01;Prüfung und Beratung;2019;A;119000,00
Abschreibungen;33;Revision und Recht;33.01;Prüfung und Beratung;2020;A;87000,00
Abschreibungen;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2015;A;371,00
Abschreibungen;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2016;A;0,00
Abschreibungen;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2017;A;0,00
Abschreibungen;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2018;A;0,00
Abschreibungen;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2019;A;0,00
Abschreibungen;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2020;A;0,00
Abschreibungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2015;A;43531,67
Abschreibungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2016;A;36000,00
Abschreibungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2017;A;34000,00
Abschreibungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2018;A;42000,00
Abschreibungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2019;A;44000,00
Abschreibungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2020;A;45000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2015;A;131997,42
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2016;A;166000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2017;A;166000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2018;A;228000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2019;A;240000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2020;A;260000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2015;A;3969176,85
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2016;A;3536000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2017;A;4630000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2018;A;4858000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2019;A;4871000,00
Abschreibungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2020;A;4871000,00
